Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-1458,2022-12-15,2022-12-21,Second Class,CG-32686,Customer 340,Home Office,United States,City 86,Alabama,South,TEC-2276,Technology,Accessories,Accessories Product 95,621.58,6,0.25,99.04
US-1459,2023-12-30,2024-01-06,Same Day,CG-33091,Customer 158,Corporate,United States,City 52,Nevada,West,TEC-2140,Office Supplies,Binders,Binders Product 77,77.68,9,0.0,10.23
US-1460,2022-04-22,2022-04-24,Second Class,CG-86122,Customer 463,Corporate,United States,City 97,Tennessee,South,TEC-1003,Office Supplies,Art,Art Product 97,153.68,1,0.0,8.98
US-1461,2022-05-31,2022-06-04,Second Class,CG-36956,Customer 349,Corporate,United States,City 41,Tennessee,South,TEC-5910,Office Supplies,Paper,Paper Product 73,106.65,10,0.25,8.32
US-1462,2023-11-27,2023-12-02,Same Day,CG-26718,Customer 437,Home Office,United States,City 38,Texas,Central,TEC-2022,Furniture,Tables,Tables Product 48,479.26,1,0.25,9.14
US-1463,2023-07-17,2023-07-21,Same Day,CG-91948,Customer 163,Corporate,United States,City 92,Texas,Central,TEC-7271,Technology,Phones,Phones Product 52,388.22,1,0.1,65.55
US-1464,2023-01-26,2023-01-31,Same Day,CG-57223,Customer 431,Corporate,United States,City 54,Florida,East,TEC-3527,Furniture,Bookcases,Bookcases Product 37,534.83,3,0.1,41.38
US-1465,2023-11-18,2023-11-24,Same Day,CG-96235,Customer 224,Home Office,United States,City 18,California,West,TEC-2387,Technology,Phones,Phones Product 18,388.96,1,0.1,94.93
US-1466,2023-10-20,2023-10-25,Same Day,CG-60425,Customer 182,Corporate,United States,City 29,North Carolina,South,TEC-4044,Furniture,Tables,Tables Product 55,82.8,9,0.2,-0.66
US-1467,2023-09-12,2023-09-16,First Class,CG-14385,Customer 20,Home Office,United States,City 73,North Carolina,South,TEC-8917,Technology,Accessories,Accessories Product 91,588.0,9,0.15,73.44
US-1468,2023-01-13,2023-01-17,Standard Class,CG-78597,Customer 456,Consumer,United States,City 79,Georgia,South,TEC-2449,Technology,Accessories,Accessories Product 32,295.75,9,0.15,54.84
US-1469,2023-04-29,2023-05-04,Standard Class,CG-71455,Customer 233,Home Office,United States,City 66,Oregon,West,TEC-8687,Office Supplies,Art,Art Product 74,112.19,1,0.15,9.67
US-1470,2022-12-06,2022-12-12,First Class,CG-83886,Customer 134,Consumer,United States,City 8,Ohio,Central,TEC-8752,Furniture,Tables,Tables Product 75,107.95,1,0.25,12.4
US-1471,2022-06-23,2022-06-25,Standard Class,CG-46418,Customer 130,Corporate,United States,City 17,Texas,Central,TEC-5603,Office Supplies,Paper,Paper Product 36,132.51,8,0.0,15.11
US-1472,2022-09-21,2022-09-24,Second Class,CG-44242,Customer 401,Home Office,United States,City 90,Washington,West,TEC-4869,Technology,Accessories,Accessories Product 63,869.33,3,0.2,83.89
US-1473,2022-07-05,2022-07-12,Same Day,CG-64125,Customer 395,Consumer,United States,City 50,Texas,Central,TEC-4898,Office Supplies,Paper,Paper Product 85,23.72,10,0.1,1.86
US-1474,2023-03-27,2023-04-02,First Class,CG-25203,Customer 27,Home Office,United States,City 22,Florida,East,TEC-8602,Office Supplies,Art,Art Product 52,97.72,6,0.0,13.15
US-1475,2023-05-03,2023-05-06,Second Class,CG-79526,Customer 446,Home Office,United States,City 56,Virginia,East,TEC-1194,Furniture,Tables,Tables Product 37,263.81,7,0.2,24.82
US-1476,2023-04-05,2023-04-12,Same Day,CG-90017,Customer 471,Consumer,United States,City 84,Texas,Central,TEC-5466,Furniture,Bookcases,Bookcases Product 43,112.27,9,0.15,15.47
US-1477,2022-10-04,2022-10-11,Second Class,CG-78151,Customer 173,Corporate,United States,City 87,Michigan,Central,TEC-3947,Furniture,Chairs,Chairs Product 41,287.68,4,0.25,35.87
US-1478,2023-07-15,2023-07-20,Standard Class,CG-99849,Customer 229,Consumer,United States,City 45,California,West,TEC-4594,Technology,Accessories,Accessories Product 93,568.55,7,0.0,98.27
US-1479,2022-10-18,2022-10-23,Second Class,CG-88562,Customer 327,Home Office,United States,City 16,California,West,TEC-2965,Furniture,Chairs,Chairs Product 12,385.47,2,0.0,37.74
US-1480,2023-09-12,2023-09-15,Same Day,CG-96570,Customer 480,Home Office,United States,City 10,New York,East,TEC-8429,Technology,Computers,Computers Product 36,628.54,3,0.15,136.05
US-1481,2023-03-14,2023-03-21,Standard Class,CG-60174,Customer 199,Consumer,United States,City 43,Ohio,Central,TEC-1984,Office Supplies,Art,Art Product 34,109.83,2,0.15,17.85
US-1482,2022-09-29,2022-10-01,Same Day,CG-24212,Customer 74,Consumer,United States,City 70,Nevada,West,TEC-8065,Technology,Computers,Computers Product 28,482.05,10,0.2,107.02
US-1483,2023-09-21,2023-09-22,First Class,CG-68442,Customer 10,Consumer,United States,City 64,Tennessee,South,TEC-3438,Office Supplies,Paper,Paper Product 84,66.18,1,0.0,15.09
US-1484,2023-10-18,2023-10-23,Standard Class,CG-77552,Customer 363,Consumer,United States,City 99,Tennessee,South,TEC-9039,Technology,Phones,Phones Product 62,491.97,6,0.2,38.6
US-1485,2023-03-23,2023-03-24,First Class,CG-53704,Customer 350,Consumer,United States,City 39,Washington,West,TEC-7563,Furniture,Bookcases,Bookcases Product 8,319.22,7,0.2,16.84
US-1486,2023-10-10,2023-10-16,Second Class,CG-33149,Customer 284,Consumer,United States,City 6,Ohio,Central,TEC-7294,Office Supplies,Paper,Paper Product 85,142.03,8,0.15,11.48
US-1487,2022-07-15,2022-07-16,Same Day,CG-34833,Customer 72,Home Office,United States,City 5,Georgia,South,TEC-4163,Furniture,Bookcases,Bookcases Product 4,233.07,6,0.2,1.03
US-1488,2023-08-31,2023-09-05,Same Day,CG-12151,Customer 19,Home Office,United States,City 44,Georgia,South,TEC-1918,Technology,Computers,Computers Product 44,409.54,5,0.2,11.8
US-1489,2022-02-13,2022-02-19,Second Class,CG-19441,Customer 19,Home Office,United States,City 95,Virginia,East,TEC-3319,Furniture,Chairs,Chairs Product 63,62.41,9,0.1,6.89
US-1490,2023-11-01,2023-11-03,Standard Class,CG-50283,Customer 421,Home Office,United States,City 13,Washington,West,TEC-8474,Technology,Computers,Computers Product 79,657.16,3,0.0,112.55
US-1491,2022-06-24,2022-06-26,Standard Class,CG-36560,Customer 219,Corporate,United States,City 44,California,West,TEC-7586,Office Supplies,Paper,Paper Product 42,51.65,10,0.25,6.05
US-1492,2022-05-04,2022-05-06,First Class,CG-18286,Customer 62,Consumer,United States,City 36,Pennsylvania,East,TEC-3314,Office Supplies,Art,Art Product 97,99.82,1,0.25,5.04
US-1493,2023-03-02,2023-03-03,Second Class,CG-23102,Customer 406,Corporate,United States,City 81,Illinois,Central,TEC-7162,Technology,Accessories,Accessories Product 100,800.68,4,0.25,155.23
US-1494,2022-06-11,2022-06-17,First Class,CG-64555,Customer 356,Consumer,United States,City 99,California,West,TEC-8798,Technology,Computers,Computers Product 89,455.81,3,0.0,68.98
US-1495,2022-05-10,2022-05-15,Standard Class,CG-88154,Customer 93,Corporate,United States,City 92,Michigan,Central,TEC-9190,Technology,Phones,Phones Product 79,541.68,4,0.1,25.95
US-1496,2022-04-01,2022-04-03,Standard Class,CG-79494,Customer 49,Consumer,United States,City 80,Michigan,Central,TEC-6929,Office Supplies,Binders,Binders Product 98,87.64,9,0.1,6.93
US-1497,2023-07-07,2023-07-08,Second Class,CG-99816,Customer 433,Corporate,United States,City 61,North Carolina,South,TEC-9151,Office Supplies,Paper,Paper Product 23,49.92,1,0.1,5.15
US-1498,2022-06-13,2022-06-16,First Class,CG-90847,Customer 413,Corporate,United States,City 98,Oregon,West,TEC-8424,Office Supplies,Paper,Paper Product 6,189.88,4,0.2,30.09
US-1499,2022-04-17,2022-04-18,Standard Class,CG-40841,Customer 370,Consumer,United States,City 57,Florida,East,TEC-6340,Office Supplies,Paper,Paper Product 54,71.44,8,0.25,11.03
US-1500,2022-07-23,2022-07-24,Second Class,CG-64079,Customer 446,Consumer,United States,City 26,Illinois,Central,TEC-7152,Office Supplies,Art,Art Product 29,169.97,6,0.1,29.83
US-1501,2022-03-17,2022-03-22,Same Day,CG-33338,Customer 199,Corporate,United States,City 48,Georgia,South,TEC-3234,Furniture,Bookcases,Bookcases Product 59,308.94,3,0.1,16.72
US-1502,2022-07-18,2022-07-24,Standard Class,CG-46779,Customer 70,Corporate,United States,City 15,Illinois,Central,TEC-8627,Office Supplies,Binders,Binders Product 59,134.91,3,0.0,19.37
US-1503,2023-03-05,2023-03-07,Second Class,CG-21334,Customer 211,Home Office,United States,City 67,Pennsylvania,East,TEC-9015,Technology,Computers,Computers Product 28,679.04,3,0.25,123.42
US-1504,2023-08-29,2023-08-31,First Class,CG-66917,Customer 297,Home Office,United States,City 29,Texas,Central,TEC-3440,Furniture,Tables,Tables Product 74,457.43,7,0.1,26.8
US-1505,2022-01-06,2022-01-10,Same Day,CG-72818,Customer 415,Home Office,United States,City 90,Nevada,West,TEC-2605,Furniture,Chairs,Chairs Product 58,497.61,9,0.0,43.74
US-1506,2023-05-23,2023-05-26,Second Class,CG-94887,Customer 47,Consumer,United States,City 3,Nevada,West,TEC-8860,Technology,Phones,Phones Product 86,915.05,3,0.15,105.73
US-1507,2022-11-09,2022-11-16,Same Day,CG-34241,Customer 405,Corporate,United States,City 48,Georgia,South,TEC-8607,Technology,Accessories,Accessories Product 91,847.19,8,0.1,135.46
US-1508,2023-10-11,2023-10-12,First Class,CG-65823,Customer 386,Home Office,United States,City 35,Nevada,West,TEC-9887,Technology,Accessories,Accessories Product 74,369.72,6,0.25,46.51
US-1509,2022-08-01,2022-08-02,Same Day,CG-57918,Customer 239,Home Office,United States,City 80,Texas,Central,TEC-1669,Office Supplies,Paper,Paper Product 47,83.98,6,0.0,12.22
US-1510,2023-01-11,2023-01-16,Standard Class,CG-95070,Customer 245,Consumer,United States,City 95,Washington,West,TEC-4437,Technology,Accessories,Accessories Product 97,604.57,6,0.1,73.34
US-1511,2022-08-19,2022-08-22,First Class,CG-69298,Customer 249,Corporate,United States,City 65,Michigan,Central,TEC-9629,Furniture,Tables,Tables Product 16,296.35,1,0.0,49.1
US-1512,2023-04-27,2023-04-29,Same Day,CG-21443,Customer 42,Home Office,United States,City 51,Michigan,Central,TEC-3929,Office Supplies,Art,Art Product 37,186.38,6,0.0,27.24
US-1513,2022-03-20,2022-03-22,Second Class,CG-78247,Customer 488,Home Office,United States,City 81,Texas,Central,TEC-1371,Technology,Phones,Phones Product 38,507.6,3,0.2,79.19
US-1514,2023-03-03,2023-03-09,Standard Class,CG-48209,Customer 97,Corporate,United States,City 9,Virginia,East,TEC-1361,Office Supplies,Art,Art Product 30,130.68,7,0.2,7.66
US-1515,2023-06-17,2023-06-22,Same Day,CG-70031,Customer 156,Home Office,United States,City 73,Tennessee,South,TEC-3161,Office Supplies,Binders,Binders Product 40,87.13,6,0.2,1.73
US-1516,2022-06-25,2022-06-28,First Class,CG-69759,Customer 490,Corporate,United States,City 22,Tennessee,South,TEC-3634,Furniture,Chairs,Chairs Product 92,359.88,1,0.1,38.11
US-1517,2023-07-03,2023-07-04,First Class,CG-85304,Customer 65,Consumer,United States,City 57,Florida,East,TEC-5266,Furniture,Chairs,Chairs Product 48,227.52,4,0.0,32.53
US-1518,2022-07-08,2022-07-12,Second Class,CG-79945,Customer 155,Corporate,United States,City 16,Oregon,West,TEC-1408,Technology,Accessories,Accessories Product 52,254.85,3,0.15,19.57
US-1519,2023-05-27,2023-05-30,First Class,CG-72116,Customer 459,Consumer,United States,City 38,Illinois,Central,TEC-3409,Technology,Computers,Computers Product 73,544.89,9,0.25,110.26
US-1520,2023-03-29,2023-03-30,First Class,CG-13250,Customer 206,Consumer,United States,City 80,Nevada,West,TEC-4610,Furniture,Bookcases,Bookcases Product 58,552.59,3,0.25,34.06
US-1521,2023-01-01,2023-01-08,First Class,CG-35652,Customer 12,Home Office,United States,City 11,Washington,West,TEC-9821,Technology,Computers,Computers Product 58,715.74,9,0.1,105.98
US-1522,2023-11-25,2023-11-30,Standard Class,CG-97394,Customer 185,Corporate,United States,City 51,North Carolina,South,TEC-3423,Office Supplies,Paper,Paper Product 92,91.37,6,0.25,15.81
US-1523,2023-03-14,2023-03-17,Same Day,CG-83535,Customer 45,Corporate,United States,City 28,Texas,Central,TEC-8278,Furniture,Tables,Tables Product 95,397.85,6,0.15,6.74
US-1524,2023-03-02,2023-03-09,Standard Class,CG-28827,Customer 107,Home Office,United States,City 39,Virginia,East,TEC-8776,Furniture,Tables,Tables Product 68,521.48,7,0.1,70.51
US-1525,2022-12-10,2022-12-14,Second Class,CG-82851,Customer 237,Consumer,United States,City 91,Georgia,South,TEC-3243,Technology,Accessories,Accessories Product 26,374.89,7,0.15,63.65
US-1526,2022-07-10,2022-07-14,Same Day,CG-39428,Customer 14,Corporate,United States,City 1,Georgia,South,TEC-3523,Furniture,Tables,Tables Product 34,374.1,10,0.15,33.83
US-1527,2022-11-04,2022-11-06,Same Day,CG-94513,Customer 126,Home Office,United States,City 4,Georgia,South,TEC-2955,Office Supplies,Art,Art Product 98,72.48,5,0.2,5.78
US-1528,2022-10-11,2022-10-17,Same Day,CG-25674,Customer 192,Home Office,United States,City 66,Michigan,Central,TEC-1287,Furniture,Chairs,Chairs Product 34,296.17,7,0.15,37.59
US-1529,2022-06-16,2022-06-18,Standard Class,CG-45739,Customer 185,Corporate,United States,City 54,Pennsylvania,East,TEC-6832,Office Supplies,Paper,Paper Product 7,127.18,3,0.15,12.43
US-1530,2022-10-24,2022-10-29,Second Class,CG-81265,Customer 166,Home Office,United States,City 41,Washington,West,TEC-5932,Furniture,Bookcases,Bookcases Product 35,415.75,3,0.0,-14.11
US-1531,2023-12-03,2023-12-10,Second Class,CG-11690,Customer 71,Home Office,United States,City 67,Texas,Central,TEC-5610,Office Supplies,Art,Art Product 48,157.44,10,0.15,2.46
US-1532,2023-05-12,2023-05-14,Second Class,CG-83224,Customer 315,Consumer,United States,City 89,New York,East,TEC-9612,Furniture,Tables,Tables Product 69,245.63,3,0.25,8.65
US-1533,2023-12-31,2024-01-07,Second Class,CG-12277,Customer 246,Corporate,United States,City 45,Nevada,West,TEC-6104,Office Supplies,Art,Art Product 89,35.27,2,0.0,6.69
US-1534,2023-01-07,2023-01-13,Standard Class,CG-39144,Customer 66,Home Office,United States,City 89,Illinois,Central,TEC-3332,Technology,Computers,Computers Product 89,406.46,5,0.0,68.01
US-1535,2022-08-21,2022-08-22,Standard Class,CG-73472,Customer 388,Consumer,United States,City 56,Florida,East,TEC-1696,Furniture,Chairs,Chairs Product 26,292.96,7,0.0,29.03
US-1536,2022-04-21,2022-04-22,First Class,CG-97501,Customer 6,Consumer,United States,City 97,Nevada,West,TEC-2581,Technology,Accessories,Accessories Product 16,515.36,5,0.0,44.24
US-1537,2023-09-09,2023-09-10,Second Class,CG-46356,Customer 486,Home Office,United States,City 75,Florida,East,TEC-6698,Technology,Accessories,Accessories Product 46,699.25,6,0.0,87.62
US-1538,2022-06-14,2022-06-19,Second Class,CG-35106,Customer 494,Consumer,United States,City 37,New York,East,TEC-3814,Office Supplies,Art,Art Product 97,22.17,10,0.0,2.09
US-1539,2023-07-05,2023-07-11,Second Class,CG-67627,Customer 345,Home Office,United States,City 14,Washington,West,TEC-3963,Technology,Accessories,Accessories Product 46,800.15,8,0.15,154.04
US-1540,2023-01-24,2023-01-28,Standard Class,CG-78121,Customer 70,Consumer,United States,City 64,Virginia,East,TEC-6918,Furniture,Chairs,Chairs Product 91,247.7,6,0.0,16.36
US-1541,2022-10-23,2022-10-27,First Class,CG-69892,Customer 308,Corporate,United States,City 95,California,West,TEC-6111,Office Supplies,Art,Art Product 88,83.92,8,0.0,20.53
US-1542,2023-03-31,2023-04-07,Same Day,CG-99015,Customer 189,Corporate,United States,City 23,Tennessee,South,TEC-1209,Technology,Accessories,Accessories Product 87,576.39,4,0.0,98.85
US-1543,2023-05-19,2023-05-21,Same Day,CG-62510,Customer 356,Home Office,United States,City 76,Alabama,South,TEC-2666,Office Supplies,Paper,Paper Product 95,151.51,2,0.0,20.35
US-1544,2022-06-22,2022-06-23,Second Class,CG-65666,Customer 372,Consumer,United States,City 64,Pennsylvania,East,TEC-5563,Technology,Computers,Computers Product 98,448.19,10,0.2,62.83
US-1545,2023-08-19,2023-08-23,First Class,CG-29316,Customer 394,Corporate,United States,City 59,Tennessee,South,TEC-2770,Office Supplies,Binders,Binders Product 16,96.42,10,0.2,11.36
US-1546,2022-09-14,2022-09-21,Standard Class,CG-75291,Customer 348,Consumer,United States,City 4,Florida,East,TEC-3934,Furniture,Tables,Tables Product 49,409.14,2,0.0,33.58
US-1547,2023-09-12,2023-09-19,Standard Class,CG-96649,Customer 385,Home Office,United States,City 67,Pennsylvania,East,TEC-9064,Office Supplies,Binders,Binders Product 60,136.63,10,0.0,15.73
US-1548,2022-07-26,2022-07-29,Standard Class,CG-14141,Customer 221,Home Office,United States,City 16,Alabama,South,TEC-7285,Furniture,Bookcases,Bookcases Product 58,311.8,5,0.25,0.02
US-1549,2022-11-19,2022-11-25,First Class,CG-31514,Customer 252,Consumer,United States,City 56,Georgia,South,TEC-3203,Furniture,Tables,Tables Product 40,437.45,3,0.25,41.06
US-1550,2023-02-03,2023-02-08,Standard Class,CG-61299,Customer 135,Corporate,United States,City 64,Alabama,South,TEC-7189,Furniture,Chairs,Chairs Product 79,449.7,9,0.1,-16.12
US-1551,2023-11-24,2023-11-26,First Class,CG-55727,Customer 415,Consumer,United States,City 95,Texas,Central,TEC-1440,Furniture,Tables,Tables Product 98,613.26,10,0.0,45.64
US-1552,2023-10-03,2023-10-06,Standard Class,CG-96670,Customer 126,Corporate,United States,City 32,Nevada,West,TEC-4844,Furniture,Tables,Tables Product 83,466.23,6,0.2,17.9
US-1553,2022-11-16,2022-11-17,First Class,CG-14899,Customer 236,Consumer,United States,City 85,Oregon,West,TEC-7921,Office Supplies,Paper,Paper Product 73,130.64,6,0.1,7.42
US-1554,2023-06-12,2023-06-16,Same Day,CG-52260,Customer 294,Home Office,United States,City 13,Nevada,West,TEC-9001,Furniture,Tables,Tables Product 13,206.43,1,0.15,32.32
US-1555,2023-12-09,2023-12-14,First Class,CG-57622,Customer 497,Home Office,United States,City 56,Michigan,Central,TEC-4305,Office Supplies,Paper,Paper Product 64,90.47,6,0.1,12.04
US-1556,2023-10-13,2023-10-18,Same Day,CG-39607,Customer 320,Corporate,United States,City 96,Pennsylvania,East,TEC-2506,Technology,Accessories,Accessories Product 92,674.01,1,0.15,117.81
US-1557,2023-08-16,2023-08-20,Same Day,CG-37490,Customer 178,Consumer,United States,City 10,Ohio,Central,TEC-5945,Technology,Accessories,Accessories Product 65,530.08,10,0.25,89.19
US-1558,2022-11-04,2022-11-09,Same Day,CG-98022,Customer 391,Corporate,United States,City 71,Illinois,Central,TEC-3958,Furniture,Bookcases,Bookcases Product 3,660.51,7,0.15,51.32
US-1559,2023-10-05,2023-10-11,Same Day,CG-84202,Customer 373,Consumer,United States,City 81,Virginia,East,TEC-1981,Office Supplies,Art,Art Product 67,110.05,8,0.15,20.14
US-1560,2022-07-25,2022-07-29,First Class,CG-18444,Customer 325,Consumer,United States,City 27,Florida,East,TEC-7757,Furniture,Tables,Tables Product 35,465.83,5,0.2,59.38
US-1561,2022-10-21,2022-10-23,Second Class,CG-13631,Customer 126,Corporate,United States,City 40,Illinois,Central,TEC-8604,Office Supplies,Paper,Paper Product 63,131.94,4,0.0,6.78
US-1562,2023-07-28,2023-07-29,First Class,CG-46408,Customer 338,Consumer,United States,City 71,Washington,West,TEC-3883,Furniture,Tables,Tables Product 83,545.01,5,0.1,18.61
US-1563,2022-02-13,2022-02-16,Standard Class,CG-63347,Customer 460,Consumer,United States,City 47,California,West,TEC-2479,Office Supplies,Binders,Binders Product 51,115.13,6,0.25,8.61
US-1564,2022-05-24,2022-05-29,Standard Class,CG-51079,Customer 169,Corporate,United States,City 75,Oregon,West,TEC-7388,Technology,Phones,Phones Product 96,487.17,2,0.1,81.08
US-1565,2022-08-30,2022-09-03,Same Day,CG-43332,Customer 442,Consumer,United States,City 76,New York,East,TEC-1916,Furniture,Chairs,Chairs Product 63,348.2,4,0.15,33.73
US-1566,2023-07-01,2023-07-07,Second Class,CG-46403,Customer 451,Home Office,United States,City 19,Oregon,West,TEC-6947,Furniture,Bookcases,Bookcases Product 61,542.06,7,0.2,53.2
US-1567,2023-01-12,2023-01-17,Same Day,CG-50536,Customer 328,Home Office,United States,City 90,California,West,TEC-6945,Furniture,Chairs,Chairs Product 88,263.38,4,0.15,31.23
US-1568,2022-05-05,2022-05-08,Standard Class,CG-40862,Customer 153,Consumer,United States,City 27,Alabama,South,TEC-3625,Office Supplies,Paper,Paper Product 57,159.47,7,0.15,7.39
US-1569,2023-10-09,2023-10-13,Same Day,CG-53610,Customer 368,Corporate,United States,City 55,Georgia,South,TEC-2644,Furniture,Bookcases,Bookcases Product 21,389.61,2,0.2,42.1
US-1570,2023-12-17,2023-12-23,First Class,CG-69409,Customer 356,Corporate,United States,City 4,Oregon,West,TEC-1853,Furniture,Bookcases,Bookcases Product 83,255.37,10,0.25,34.48
US-1571,2023-10-19,2023-10-25,First Class,CG-51120,Customer 295,Consumer,United States,City 11,North Carolina,South,TEC-2815,Technology,Accessories,Accessories Product 21,469.99,7,0.1,73.45
US-1572,2022-09-13,2022-09-20,Second Class,CG-44167,Customer 89,Corporate,United States,City 88,Virginia,East,TEC-6367,Office Supplies,Art,Art Product 37,91.35,8,0.2,11.05
US-1573,2022-07-23,2022-07-25,Standard Class,CG-13010,Customer 473,Corporate,United States,City 72,Illinois,Central,TEC-4747,Technology,Computers,Computers Product 12,280.74,7,0.25,21.9
US-1574,2023-04-19,2023-04-24,First Class,CG-29562,Customer 46,Corporate,United States,City 48,New York,East,TEC-3787,Technology,Computers,Computers Product 73,818.9,10,0.2,88.16
US-1575,2022-05-01,2022-05-03,Second Class,CG-34975,Customer 485,Home Office,United States,City 35,Alabama,South,TEC-5717,Technology,Accessories,Accessories Product 96,301.72,8,0.0,12.77
US-1576,2023-05-22,2023-05-28,Second Class,CG-64831,Customer 93,Home Office,United States,City 53,North Carolina,South,TEC-3391,Furniture,Chairs,Chairs Product 4,204.16,4,0.15,5.53
US-1577,2022-10-25,2022-10-26,Standard Class,CG-71457,Customer 69,Corporate,United States,City 42,North Carolina,South,TEC-7513,Furniture,Chairs,Chairs Product 88,546.3,10,0.2,65.77
US-1578,2022-08-06,2022-08-07,Standard Class,CG-53628,Customer 477,Consumer,United States,City 31,Tennessee,South,TEC-8715,Office Supplies,Binders,Binders Product 46,65.59,2,0.25,16.74
US-1579,2023-09-13,2023-09-17,First Class,CG-61733,Customer 344,Corporate,United States,City 48,California,West,TEC-3166,Office Supplies,Art,Art Product 72,149.09,9,0.25,14.98
US-1580,2022-02-12,2022-02-16,Second Class,CG-21750,Customer 163,Home Office,United States,City 91,Illinois,Central,TEC-9690,Office Supplies,Paper,Paper Product 56,10.0,8,0.15,2.57
US-1581,2022-05-26,2022-06-01,First Class,CG-66372,Customer 145,Consumer,United States,City 34,Texas,Central,TEC-5321,Furniture,Chairs,Chairs Product 67,91.56,8,0.15,1.3
US-1582,2022-11-17,2022-11-18,Second Class,CG-29480,Customer 28,Consumer,United States,City 30,Michigan,Central,TEC-4000,Furniture,Chairs,Chairs Product 5,453.39,9,0.2,80.52
US-1583,2023-04-27,2023-05-01,First Class,CG-83512,Customer 249,Consumer,United States,City 59,Alabama,South,TEC-9077,Furniture,Chairs,Chairs Product 15,507.64,8,0.0,52.06
US-1584,2022-06-01,2022-06-07,First Class,CG-83825,Customer 457,Corporate,United States,City 85,Washington,West,TEC-4479,Technology,Computers,Computers Product 75,618.95,3,0.1,119.25
US-1585,2022-01-05,2022-01-11,Standard Class,CG-53077,Customer 14,Consumer,United States,City 37,Virginia,East,TEC-2998,Office Supplies,Art,Art Product 51,137.95,4,0.2,18.88
US-1586,2023-01-18,2023-01-25,Same Day,CG-69513,Customer 322,Consumer,United States,City 35,Illinois,Central,TEC-1095,Office Supplies,Paper,Paper Product 43,105.21,2,0.2,12.23
US-1587,2022-02-14,2022-02-16,Standard Class,CG-94363,Customer 145,Home Office,United States,City 42,Tennessee,South,TEC-1909,Office Supplies,Art,Art Product 96,62.3,10,0.1,6.43
US-1588,2022-03-14,2022-03-16,Same Day,CG-21690,Customer 11,Corporate,United States,City 27,Georgia,South,TEC-3669,Office Supplies,Art,Art Product 50,15.35,5,0.1,1.75
US-1589,2023-02-17,2023-02-23,First Class,CG-99779,Customer 309,Corporate,United States,City 17,New York,East,TEC-6882,Furniture,Bookcases,Bookcases Product 86,151.71,8,0.2,5.44
US-1590,2022-04-09,2022-04-12,Same Day,CG-21825,Customer 388,Corporate,United States,City 55,Virginia,East,TEC-7033,Furniture,Bookcases,Bookcases Product 79,326.98,7,0.2,44.37
US-1591,2022-07-10,2022-07-14,Second Class,CG-94883,Customer 352,Consumer,United States,City 92,Georgia,South,TEC-3540,Furniture,Bookcases,Bookcases Product 64,437.75,9,0.15,7.52
US-1592,2023-06-24,2023-07-01,Same Day,CG-49373,Customer 77,Corporate,United States,City 17,Oregon,West,TEC-5921,Office Supplies,Art,Art Product 32,50.52,7,0.0,8.91
US-1593,2023-06-20,2023-06-25,Same Day,CG-64135,Customer 49,Consumer,United States,City 60,California,West,TEC-5151,Furniture,Tables,Tables Product 46,152.63,9,0.0,10.84
US-1594,2022-09-18,2022-09-25,Second Class,CG-61505,Customer 24,Home Office,United States,City 11,California,West,TEC-7819,Office Supplies,Paper,Paper Product 91,127.5,8,0.1,7.89
US-1595,2022-11-01,2022-11-08,Second Class,CG-37665,Customer 95,Home Office,United States,City 11,Alabama,South,TEC-5248,Furniture,Bookcases,Bookcases Product 87,315.81,5,0.15,8.41
US-1596,2022-04-19,2022-04-21,Same Day,CG-70314,Customer 355,Corporate,United States,City 52,California,West,TEC-8974,Furniture,Bookcases,Bookcases Product 39,209.79,2,0.0,19.47
US-1597,2023-09-26,2023-09-27,Second Class,CG-24668,Customer 418,Consumer,United States,City 3,Tennessee,South,TEC-4083,Office Supplies,Binders,Binders Product 4,20.35,3,0.1,2.98
US-1598,2022-08-03,2022-08-04,First Class,CG-70742,Customer 76,Corporate,United States,City 61,Florida,East,TEC-7912,Furniture,Bookcases,Bookcases Product 3,297.05,9,0.1,30.33
US-1599,2022-04-30,2022-05-05,Second Class,CG-36389,Customer 151,Corporate,United States,City 73,Alabama,South,TEC-7418,Technology,Phones,Phones Product 7,544.78,1,0.2,118.88
US-1600,2022-12-08,2022-12-14,First Class,CG-14851,Customer 250,Corporate,United States,City 52,Alabama,South,TEC-8964,Technology,Phones,Phones Product 66,525.04,10,0.25,67.48
US-1601,2023-08-29,2023-08-30,Same Day,CG-85550,Customer 162,Home Office,United States,City 71,North Carolina,South,TEC-2040,Office Supplies,Art,Art Product 35,106.11,1,0.25,16.19
US-1602,2023-10-26,2023-11-01,Same Day,CG-12727,Customer 83,Home Office,United States,City 37,Nevada,West,TEC-4149,Furniture,Tables,Tables Product 61,307.33,6,0.2,25.09
US-1603,2022-12-19,2022-12-22,Same Day,CG-64638,Customer 427,Home Office,United States,City 87,Pennsylvania,East,TEC-6902,Furniture,Chairs,Chairs Product 61,194.7,8,0.1,10.41
US-1604,2022-06-15,2022-06-17,Second Class,CG-30488,Customer 311,Home Office,United States,City 63,Texas,Central,TEC-2653,Office Supplies,Paper,Paper Product 54,29.87,8,0.1,6.72
